2024-06-30 15:37:44,243	tibetan_base	INFO	[2.201845407485962, 2.7231147289276123, 8.647818565368652, 17.761274337768555, 1.078937292098999, 1.2531765699386597, 124100, 0.000163498656266234]
2024-06-30 15:38:13,399	tibetan_base	INFO	====> Epoch: 1612
2024-06-30 15:40:00,798	tibetan_base	INFO	Train Epoch: 1613 [99%]
2024-06-30 15:40:00,802	tibetan_base	INFO	[2.566828489303589, 2.2913577556610107, 7.1959614753723145, 17.56880760192871, 1.1008117198944092, 1.5600827932357788, 124200, 0.0001634782189342007]
2024-06-30 15:40:02,296	tibetan_base	INFO	====> Epoch: 1613
2024-06-30 15:41:51,224	tibetan_base	INFO	====> Epoch: 1614
2024-06-30 15:42:33,805	tibetan_base	INFO	Train Epoch: 1615 [29%]
2024-06-30 15:42:33,810	tibetan_base	INFO	[2.34314227104187, 2.3635213375091553, 7.823594570159912, 17.436357498168945, 1.0870475769042969, 1.2574462890625, 124300, 0.0001634373519338143]
2024-06-30 15:43:41,090	tibetan_base	INFO	====> Epoch: 1615
2024-06-30 15:44:51,458	tibetan_base	INFO	Train Epoch: 1616 [58%]
2024-06-30 15:44:51,462	tibetan_base	INFO	[2.297157049179077, 2.573758840560913, 8.514033317565918, 17.7745361328125, 1.0669114589691162, 1.1134706735610962, 124400, 0.00016341692226482259]
